[02-12 14:14:42]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  4573  900  279  62  297  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  831  185  990  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1089  243  1096  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1107  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 20  0  4547  -1  100  0  100  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 21  0  4549  -1  450  0  450  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 22  0  4550  -1  1000  0  1000  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 23  0  4548  -1  300  0  300  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 24  0  4551  -1  20  0  20  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 25  0  3913  -1  1248  832  2021  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 26  0  3912  -1  1395  930  1462  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 27  0  3914  -1  1614  1077  2087  
[02-12 14:14:42]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  4552  800  315  70  339  
[02-12 14:14:42]SaleGoodsData, count, level, id, num, price, range, curprice 2  1  4553  700  405  90  482  
[02-12 14:14:42]SaleGoodsData, count, level, id, num, price, range, curprice 3  1  4554  480  477  106  581  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4574  -1  697  155  756  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4578  -1  960  213  995  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4580  -1  972  648  1262  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4582  -1  664  147  714  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4584  -1  818  181  829  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4586  -1  895  199  978  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4588  -1  969  646  1402  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4590  -1  725  161  752  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4592  -1  1017  226  1111  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4594  -1  1071  238  1187  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4598  -1  888  197  971  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4599  -1  955  213  1118  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4601  -1  991  661  1361  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4557  -1  981  218  1036  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4560  -1  1124  249  1137  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  976  217  1032  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  763  169  764  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  981  218  1170  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  950  211  1120  
[02-12 14:14:42]SaleGoodsData, count, level, id, num, price, range, curprice 1  1  4555  480  405  90  455  
[02-12 14:14:42]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4556  300  468  104  475  
[02-12 14:14:42]SaleGoodsData, count, level, id, num, price, range, curprice 3  2  4557  240  522  116  552  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4573  -1  554  123  647  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4574  -1  711  158  863  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4575  -1  780  173  916  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4585  -1  936  208  1007  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4586  -1  970  215  1164  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4590  -1  699  155  793  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4592  -1  963  214  1017  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4594  -1  997  221  1178  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4596  -1  1027  685  1410  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4597  -1  855  190  1015  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4600  -1  857  571  893  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  991  221  1205  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4558  -1  828  184  873  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4559  -1  910  203  996  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4562  -1  819  183  819  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  879  195  896  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  831  185  983  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1126  251  1308  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1063  
[02-12 14:14:42]SaleGoodsData, count, level, id, num, price, range, curprice 1  2  4558  300  450  100  525  
[02-12 14:14:42]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4559  240  495  110  538  
[02-12 14:14:42]SaleGoodsData, count, level, id, num, price, range, curprice 3  3  4560  60  571  127  642  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4576  -1  898  199  925  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4577  -1  930  207  1015  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4585  -1  936  208  987  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4587  -1  938  625  1205  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4589  -1  548  121  635  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4591  -1  844  187  1020  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4593  -1  972  216  1015  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4595  -1  900  600  1062  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4597  -1  881  195  961  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4599  -1  945  210  1082  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4600  -1  866  577  928  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  1020  227  1066  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4555  -1  793  177  911  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4556  -1  860  191  1031  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4557  -1  960  213  1054  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4561  -1  808  179  844  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  876  195  953  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1089  243  1324  
[02-12 14:14:42]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1060  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  4573  900  279  62  297  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 2  0  4574  800  342  76  344  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 3  1  4575  700  391  87  472  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 4  1  4576  480  432  96  440  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 5  2  4577  300  495  110  564  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 6  2  4578  240  522  116  602  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 7  3  4579  60  589  131  715  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 8  3  4580  40  648  144  688  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4581  -1  542  121  660  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4583  -1  724  161  800  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4585  -1  846  188  1033  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4587  -1  846  564  868  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4593  -1  1000  223  1052  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4595  -1  938  625  1528  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4597  -1  881  195  1049  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4598  -1  878  195  892  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4600  -1  866  577  1391  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4552  -1  642  143  733  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4553  -1  789  175  924  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  934  207  997  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4556  -1  870  193  886  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4557  -1  970  215  1050  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4560  -1  1056  235  1097  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  909  202  1069  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  785  175  874  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1014  225  1231  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  941  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 20  0  4547  -1  100  0  100  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 21  0  4549  -1  500  0  500  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 22  0  4548  -1  300  0  300  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 23  0  4551  -1  20  0  20  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 1  1  4597  480  436  97  456  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4598  300  472  105  542  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 3  2  4599  240  508  113  540  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 4  3  4600  60  571  127  598  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 5  3  4601  40  643  143  716  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4573  -1  554  123  597  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4574  -1  711  158  823  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4576  -1  872  193  946  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4581  -1  548  121  666  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4583  -1  740  165  846  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4587  -1  900  600  1451  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4591  -1  880  195  897  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4593  -1  1029  229  1086  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4595  -1  976  651  1619  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4553  -1  826  183  890  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4555  -1  793  177  968  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4556  -1  860  191  947  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4557  -1  960  213  1143  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4559  -1  920  205  1074  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4560  -1  1039  231  1146  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  909  202  924  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  831  185  990  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1089  243  1096  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1107  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 20  0  4547  -1  100  0  100  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 21  0  4549  -1  450  0  450  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 22  0  4550  -1  1000  0  1000  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 23  0  4548  -1  300  0  300  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 24  0  4551  -1  20  0  20  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 25  0  3913  -1  1248  832  2021  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 26  0  3912  -1  1395  930  1462  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 27  0  3914  -1  1614  1077  2087  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  4552  800  315  70  339  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 2  1  4553  700  405  90  482  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 3  1  4554  480  477  106  581  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4574  -1  697  155  756  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4578  -1  960  213  995  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4580  -1  972  648  1262  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4582  -1  664  147  714  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4584  -1  818  181  829  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4586  -1  895  199  978  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4588  -1  969  646  1402  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4590  -1  725  161  752  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4592  -1  1017  226  1111  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4594  -1  1071  238  1187  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4598  -1  888  197  971  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4599  -1  955  213  1118  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4601  -1  991  661  1361  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4557  -1  981  218  1036  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4560  -1  1124  249  1137  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  976  217  1032  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  763  169  764  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  981  218  1170  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  950  211  1120  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 1  1  4555  480  405  90  455  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4556  300  468  104  475  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 3  2  4557  240  522  116  552  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4573  -1  554  123  647  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4574  -1  711  158  863  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4575  -1  780  173  916  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4585  -1  936  208  1007  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4586  -1  970  215  1164  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4590  -1  699  155  793  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4592  -1  963  214  1017  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4594  -1  997  221  1178  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4596  -1  1027  685  1410  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4597  -1  855  190  1015  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4600  -1  857  571  893  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  991  221  1205  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4558  -1  828  184  873  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4559  -1  910  203  996  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4562  -1  819  183  819  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  879  195  896  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  831  185  983  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1126  251  1308  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1063  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 1  2  4558  300  450  100  525  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4559  240  495  110  538  
[02-12 14:21:24]SaleGoodsData, count, level, id, num, price, range, curprice 3  3  4560  60  571  127  642  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4576  -1  898  199  925  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4577  -1  930  207  1015  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4585  -1  936  208  987  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4587  -1  938  625  1205  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4589  -1  548  121  635  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4591  -1  844  187  1020  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4593  -1  972  216  1015  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4595  -1  900  600  1062  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4597  -1  881  195  961  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4599  -1  945  210  1082  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4600  -1  866  577  928  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  1020  227  1066  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4555  -1  793  177  911  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4556  -1  860  191  1031  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4557  -1  960  213  1054  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4561  -1  808  179  844  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  876  195  953  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1089  243  1324  
[02-12 14:21:24]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1060  
